ID;Correct_Word;Error_Word;Damerau-Lenventein_Distance;Correct_Word_Freq;Error_Word_ Freq;Correct_Word_Lenght;Error_Word_Lenght;Error_postion;Syllable_Error_position;Correct-word-syllables;correct_syllable;Error_Type;Real_World_Error;First-Letter;Last-Letter;Correct_Letter;Error_Letter;Mirror_correct_letter;Mirror_error_letter;Rotation_correct_letter;Rotation_error_letter;Fuzzy_correct_letters;Fuzzy_error_letter;Error_Phonetic_Feature;;;;;;;;;;;;;;;;;;;;;
273;Kinn;kinn;1;547;547;4;4;1;1;1;CVCC;capital_letter;NO;YES;NO;K;k;N;N;N;N;N;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
274;Kinn;Kin;1;547;14.400.000;4;3;4;1;1;CVCC;omission;NO;NO;YES;n;-;Y;N;N;N;Y;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
275;furchterregend;furchteregent;2;141;80;14;13;"8;14";"2;4";"2;4";"VC;CVCC";omission;NO;NO;YES;r;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
276;sieht;sit;2;109.000.000;19.300.000;5;3;-;-;-;-;multierror;NO;NO;NO;"e;h";-;"N;N";N;"N;Y";N;"N;Y";N;"lengthening;sound_distinction";;;;;;;;;;;;;;;;;;;;;
277;sieht;siet;1;109.000.000;274;5;4;4;1;1;CVVCC;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
278;sieht;siht;1;109.000.000;138;5;4;3;1;1;CVVCC;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
279;gef_llt;gefelt;2;93.200.000;28.8;7;6;-;-;-;-;multierror;NO;NO;NO;"_;l";e;"N;N";N;"N;N";N;"Y;N";N;"sound_distinction;sound_distinction";;;;;;;;;;;;;;;;;;;;;
280;gef_llt;gefellt;1;93.200.000;34.7;7;7;4;2;2;CVC;substitution;NO;NO;NO;_;e;N;N;N;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
281;gef_llt;gef_lt;1;93.200.000;106;7;6;5;2;2;CVC;omission;NO;NO;NO;l;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
282;helle;hele;1;32.400.000;443;5;4;3;1;1;CVC;omission;NO;NO;NO;l;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
283;dieser;diser;1;532.000.000;264;6;5;3;1;1;CVVCVC;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
284;wird;wirt;1;810.000.000;10.700.000;4;4;4;1;1;CVCC;substitution;NO;NO;YES;d;t;Y;N;Y;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
285;wieder;wider;1;407.000.000;84.700.000;6;5;3;1;1;CVVCVC;omission;YES;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
286;Moos;Mos;1;11.000.000;529;4;3;3;1;1;CVVC;omission;NO;NO;NO;o;-;N;N;N;N;Y;N;lengthening;;;;;;;;;;;;;;;;;;;;;
287;Tulpen;tulpen;1;684;684;6;6;1;1;1;CVC;capital_letter;NO;YES;NO;T;t;N;N;N;N;N;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
288;sehen;sehn;1;250.000.000;542;5;4;4;2;2;CVC;omission;NO;NO;NO;e;-;N;N;N;N;N;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
289;Beet;Bet;1;509;12.100.000;4;3;3;1;1;CVVC;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
290;Erdbeeren;Edberen;2;723;333;9;7;-;-;-;-;multierror;NO;NO;NO;"r;e";-;"N;N";N;"N;N";N;"N;N";N;"sound_distinction;double_consonants";;;;;;;;;;;;;;;;;;;;;
291;Erdbeeren;Erdberen;1;723;6.78;9;8;5;2;2;CVV;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
292;Erdbeeren;Edbeeren;1;723;2.14;9;8;2;1;1;VCC;omission;NO;NO;NO;r;_;N;N;N;N;N;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
293;L_cher;locher;2;17.400.000;572;6;6;-;-;-;-;multierror;NO;YES;NO;"L;_";l;"N;N";N;"N;N";N;"N;Y";N;"sound_distinction;umlaut";;;;;;;;;;;;;;;;;;;;;
294;L_cher;Locher;1;17.400.000;572;6;6;2;1;1;CVCCVC;substitution;YES;NO;NO;_;o;N;N;N;N;Y;Y;Umlaut;;;;;;;;;;;;;;;;;;;;;
295;L_cher;l_cher;1;17.400.000;17.400.000;6;6;1;1;1;CVCCVC;capital_letter;NO;YES;NO;L;l;N;N;N;N;N;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
296;Farbe;fabe;2;108.000.000;364;5;4;-;-;-;-;multierror;NO;YES;NO;"F;r";f;"N;N";N;"N;N";N;"N;N";N;"sound_distinction;sound_distinction";;;;;;;;;;;;;;;;;;;;;
297;Farbe;farbe;1;108.000.000;108.000.000;5;5;1;1;1;CVC;capital_letter;NO;YES;NO;F;f;N;N;N;N;N;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
298;Farbe;Fabe;1;108.000.000;364;5;4;3;1;1;CVC;omission;NO;NO;NO;r;-;N;N;N;N;N;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
299;Anleitung;anleitung;1;38.000.000;38.000.000;9;9;1;1;1;VC;capital_letter;NO;YES;NO;A;a;N;N;N;N;N;Y;sound_distinction;;;;;;;;;;;;;;;;;;;;;
300;wollen es;wollens;2;745;256;9;7;-;-;-;-;multierror;YES;NO;NO;"_;e";_;"N;N";N;"N;N";N;"N;N";N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
301;wollen es;wollenes;1;745;26.6;9;8;7;-;-;-;split_in;NO;NO;NO;_;/;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
302;wollen es;wollen s;1;745;51.5;9;8;7;-;-;-;omission;NO;NO;NO;e;-;N;N;N;N;N;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
303;wollen;wolen;1;182.000.000;58.6;6;5;3;1;1;CVC;omission;NO;NO;NO;l;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
304;runter;ronter;1;20.300.000;1.88;6;6;2;1;1;CVC;substitution;NO;NO;NO;u;o;Y;N;N;N;Y;Y;sound_distinction;;;;;;;;;;;;;;;;;;;;;
305;ihre;ire;1;659.000.000;506;4;3;2;1;1;VCCV;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
306;Haare;Hare;1;25.800.000;484;5;4;2;1;1;CVVCV;omission;NO;NO;NO;a;-;N;N;N;N;Y;N;lengthening;;;;;;;;;;;;;;;;;;;;;
307;mussten;musten;1;21.600.000;95;7;6;3;1;1;CVC;omission;NO;NO;NO;s;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
308;n_chsten;n_sten;2;101.000.000;13.6;8;6;-;-;-;-;multierror;NO;NO;NO;"c;h";-;"N;N";N;"N;Y";N;"N;Y";N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
309;n_chsten;n_csten;1;101.000.000;12.7;8;7;4;1;1;CVCCC;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;consonants_combination;;;;;;;;;;;;;;;;;;;;;
310;n_chsten;n_hsten;1;101.000.000;55.2;8;7;3;1;1;CVCCC;omission;NO;NO;NO;c;-;N;N;N;N;N;N;consonants_combination;;;;;;;;;;;;;;;;;;;;;
311;half;Half;1;45.800.000;45.800.000;4;4;1;1;1;CVCC;capital_letter;NO;YES;NO;h;H;N;Y;Y;Y;Y;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
312;gehen;Ghen;2;152.000.000;49.3;5;4;-;-;-;-;multierror;NO;YES;NO;"g;e";G;"N;N";N;"Y;N";N;"Y;N";N;-;;;;;;;;;;;;;;;;;;;;;
313;gehen;Gehen;1;152.000.000;152.000.000;5;5;1;1;1;CV;no_capital_letter;NO;YES;NO;g;G;N;N;Y;N;Y;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
314;gehen;ghen;1;152.000.000;49.3;5;4;2;1;1;CV;omission;NO;NO;NO;e;-;N;N;N;N;N;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
315;gehen;gen;2;152.000.000;165.000.000;5;3;-;-;-;-;multierror;NO;NO;NO;"h;e";-;"N;N";N;"Y;N";N;"Y;N";N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
316;gehen;geen;1;152.000.000;565;5;4;3;2;2;CVC;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
317;gehen;gehn;1;152.000.000;1.020.000;5;4;4;2;2;CVC;omission;NO;NO;NO;e;-;N;N;N;N;N;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
318;alle;Ale;2;2.080.000.000;13.300.000;4;3;-;-;-;-;multierror;YES;YES;NO;"a;l";A;"N;N";N;"N;N";N;"Y;N";N;double_consonant;;;;;;;;;;;;;;;;;;;;;
319;alle;Alle;1;2.080.000.000;2.080.000.000;4;4;1;1;1;CV;no_capital_letter;NO;YES;NO;a;A;N;N;N;N;Y;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
320;alle;ale;1;2.080.000.000;13.300.000;4;3;2;1;1;CV;omission;NO;NO;NO;l;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
321;alle;all;1;2.080.000.000;706.000.000;4;3;4;2;2;CV;omission;NO;NO;YES;e;-;N;N;N;N;N;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
322;Anpfiff;anfif;3;2.100.000;2.68;7;5;-;-;-;-;multierror;NO;YES;YES;"A;p;f";a;"N;Y;N";N;"N;Y;N";N;"N;Y;N";Y;"sound_distinction;sound_distinction;double_consonant";;;;;;;;;;;;;;;;;;;;;
323;Anpfiff;anpfiff;1;2.100.000;2.100.000;7;7;1;1;1;VC;capital_letter;NO;YES;NO;A;a;N;N;N;N;N;Y;sound_distinction;;;;;;;;;;;;;;;;;;;;;
324;Anpfiff;Anfiff;1;2.100.000;728;7;6;3;2;2;CCVCC;omission;NO;NO;NO;p;-;Y;N;Y;N;Y;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
325;Anpfiff;Anpfif;1;2.100.000;2.13;7;6;7;2;2;CCVCC;omission;NO;NO;YES;f;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
326;stark;sterg;2;188.000.000;7.4;5;5;-;-;-;-;multierror;NO;NO;YES;"a;k";"e;g";"N;N";"N;N";"N;N";"N;Y";"Y;N";"N;Y";"sound_distinction;sound_distinction";;;;;;;;;;;;;;;;;;;;;
327;stark;sterk;1;188.000.000;345;5;5;2;1;1;CCVCC;substitution;NO;NO;NO;a;e;N;N;N;N;Y;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
328;stark;starg;1;188.000.000;18.5;5;5;5;1;1;CCVCC;substitution;NO;NO;YES;k;g;N;N;N;Y;N;Y;derivation;;;;;;;;;;;;;;;;;;;;;
329;st_rker;sterker;1;22.100.000;42.5;7;7;3;1;1;CCVCCVC;substitution;NO;NO;NO;_;e;N;N;N;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
330;w_hrend;W_rend;2;184.000.000;596;7;6;-;-;-;-;multierror;NO;YES;NO;"w;h";W;"Y;N";N;"N;Y";N;"Y;Y";N;"sound_distinction;sound_distinction";;;;;;;;;;;;;;;;;;;;;
331;w_hrend;W_hrend;1;184.000.000;184.000.000;7;7;1;1;1;CVC;no_capital_letter;NO;YES;NO;w;W;Y;N;N;N;Y;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
332;w_hrend;w_rend;1;184.000.000;596;7;6;3;1;1;CVC;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;lengthening;;;;;;;;;;;;;;;;;;;;;
333;kaufm_nnisch;Kaufm_nisch;2;526;4.52;12;11;-;-;-;-;multierror;NO;YES;NO;"k;n";K;"N;Y";N;"N;N";N;"N;Y";N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
334;kaufm_nnisch;Kaufm_nnisch;1;526;526;12;12;1;1;1;CVVC;no_capital_letter;NO;YES;NO;k;K;N;N;N;N;N;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
335;kaufm_nnisch;kaufm_nisch;1;526;4.52;12;11;7;2;2;CVC;omission;NO;NO;NO;n;-;Y;N;N;N;Y;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
336;haupts_chlich;haupsachlich;2;19.300.000;2.81;13;12;-;-;-;-;multierror;NO;;;"t;_";"t;a";"N;N";"N;N";"N;N";"N;N";"N;Y";"N;Y";Umlaut;;;;;;;;;;;;;;;;;;;;;
337;haupts_chlich;haups_chlich;1;19.300.000;106;13;12;5;1;1;CVVCC;omission;NO;NO;NO;t;-;N;N;N;N;N;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
338;haupts_chlich;hauptsachlich;1;19.300.000;187;13;13;7;2;2;CVCC;substitution;NO;NO;NO;_;a;N;N;N;N;Y;Y;Umlaut;;;;;;;;;;;;;;;;;;;;;
339;kontrollieren;Kondroliren;4;11.500.000;3;13;11;-;-;-;-;multierror;NO;YES;NO;"k;t;l;e";"K;d";"N;N;N;N";"N;Y";"N;N;N;N";"N;Y";"N;N;N;N";"N;Y";sound_sequence;;;;;;;;;;;;;;;;;;;;;
340;kontrollieren;Kontrollieren;1;11.500.000;11.500.000;13;13;1;1;1;CVC;no_capital_letter;NO;YES;NO;k;K;N;N;N;N;N;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
341;kontrollieren;kondrollieren;1;11.500.000;47;13;13;4;2;2;CCVC;substitution;NO;NO;NO;t;d;N;Y;N;Y;N;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
342;kontrollieren;kontrolieren;1;11.500.000;137;13;12;7;2;2;CCVC;omission;NO;NO;NO;l;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
343;kontrollieren;kontrolliren;1;11.500.000;9.28;13;12;10;3;3;CVV;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
344;unterschiedlich;underschitlich;3;18.500.000;47;15;14;-;-;-;-;multierror;NO;NO;NO;"t;e;d";"d;t";"N;N;Y";"Y;N";"N;N;Y";"Y;N";"N;N;Y";"Y;N";sound_distinction;;;;;;;;;;;;;;;;;;;;;
345;unterschiedlich;underschiedlich;1;18.500.000;3.94;15;15;3;2;2;CVC;substitution;NO;NO;NO;t;d;N;Y;N;Y;N;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
346;unterschiedlich;unterschidlich;1;18.500.000;18;15;14;10;3;3;CCCVVC;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
347;unterschiedlich;unterschietlich;1;18.500.000;1.54;15;15;11;3;3;CCCVVC;substitution;NO;NO;NO;d;t;Y;N;Y;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
348;Deutschland;deutschland;1;632.000.000;632.000.000;11;11;1;1;1;CVVCCCC;capital_letter;NO;YES;NO;D;d;N;Y;N;Y;N;Y;sound_distinction;;;;;;;;;;;;;;;;;;;;;
349;deutsche;Deutsche;1;278.000.000;278.000.000;8;8;1;1;1;CVVC;no_capital_letter;NO;YES;NO;d;D;Y;N;Y;N;Y;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
350;englische;Englische;1;26.800.000;26.800.000;9;9;1;1;1;VCC;no_capital_letter;NO;YES;NO;e;E;N;N;N;N;N;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
351;gehaltvoll;gehaldvol;2;367;0;10;9;-;-;-;-;multierror;NO;NO;YES;"t;l";d;"N;N";Y;"N;N";Y;"N;N";Y;"derivation;double_consonant";;;;;;;;;;;;;;;;;;;;;
352;gehaltvoll;gehaldvoll;1;367;8;10;10;6;2;2;CVCC;substitution;NO;NO;NO;t;d;N;Y;N;Y;N;Y;derivation;;;;;;;;;;;;;;;;;;;;;
353;gehaltvoll;gehaltvol;1;367;2.93;10;9;10;3;3;CVCC;omission;NO;NO;YES;l;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
354;gehabt;gehpt;2;30.500.000;481;6;5;-;-;-;-;multierror;NO;NO;NO;"a;b";p;"N;Y";Y;"N;Y";Y;"Y;Y";Y;-;;;;;;;;;;;;;;;;;;;;;
355;gehabt;gehbt;1;30.500.000;7.71;6;5;4;2;2;CVCC;omission;NO;NO;NO;a;-;N;N;N;N;Y;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
356;gehabt;gehapt;1;30.500.000;35.3;6;6;5;2;2;CVCC;substitution;NO;NO;NO;b;p;Y;Y;Y;Y;Y;Y;derivation;;;;;;;;;;;;;;;;;;;;;
357;passiv;pasif;2;8.660.000;11.6;6;5;-;-;-;-;multierror;NO;NO;YES;"s;v";f;"N;Y";N;"N;N";N;"N;Y";N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
358;passiv;pasiv;1;8.660.000;30.9;6;5;3;1;1;CVC;omission;NO;NO;NO;s;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
359;passiv;passif;1;8.660.000;144;6;6;6;2;2;CVC;substitution;NO;NO;YES;v;f;Y;N;N;N;Y;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
360;ôber;uber;1;1.010.000.000;28.000.000;4;4;1;1;1;VCVC;substitution;NO;YES;NO;ô;u;N;Y;N;N;N;Y;Umlaut;;;;;;;;;;;;;;;;;;;;;
361;erstatten;erstaten;1;7.780.000;4.01;9;8;6;2;2;CCVC;omission;NO;NO;NO;t;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
362;vielleicht;vieleicht;1;124000000;650;10;9;4;1;1;CVVC;omission;NO;NO;NO;l;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
363;interessant;indresand;4;61.700.000;403;11;9;-;-;-;-;multierror;NO;NO;YES;"t;e;s;t";"t;d";"N;N;N;N";"N;Y";"N;N;N;N";"N;Y";"N;N;N;N";"N;Y";sound_distinction;;;;;;;;;;;;;;;;;;;;;
364;interessant;inderessant;1;61.700.000;809;11;11;3;2;2;CV;substitution;NO;NO;NO;t;d;N;Y;N;Y;N;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
365;interessant;intressant;1;61.700.000;268;11;10;4;2;2;CV;omission;NO;NO;NO;e;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
366;interessant;interesant;1;61.700.000;218;11;10;7;3;3;CVC;omission;NO;NO;NO;s;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
367;Tr_nen;tr_nen;1;9.990.000;9.990.000;6;6;1;1;1;CCV;capital_letter;NO;YES;NO;T;t;N;N;N;N;N;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
368;wohnlich;wonlich;1;450;2.68;8;7;3;1;1;CVCC;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;lengthening;;;;;;;;;;;;;;;;;;;;;
369;vielschichtig;vielschichtlich;3;520;4;13;15;-;-;-;-;multierror;NO;NO;YES;g;"c;h";N;"N;N";Y;"N;Y";Y;"N;Y";sound_sequence;;;;;;;;;;;;;;;;;;;;;
370;vielschichtig;vielschichtigc;1;520;19;13;14;13;3;3;CVC;addition;NO;NO;YES;-;c;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
371;vielschichtig;vielschichtigh;1;520;0;13;14;14;3;3;CVC;addition;NO;NO;NO;-;h;N;N;N;Y;N;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
372;vielschichtig;vielschichticg;1;520;0;13;14;13;3;3;CVC;addition;NO;NO;NO;-;c;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
373;vielschichtig;vielschichtihg;1;520;0;13;14;13;3;3;CVC;addition;NO;NO;NO;-;h;N;N;N;Y;N;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
374;vielschichtig;vielschichti;1;520;12.2;13;12;13;3;3;CVC;omission;NO;NO;YES;g;-;N;N;Y;N;Y;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
375;wôtend;wôtent;1;4.660.000;8.97;6;6;6;2;2;CVCC;substitution;NO;NO;YES;d;t;Y;N;Y;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
376;Erl_uterung;erleuterung;2;6.060.000;31.8;11;11;-;-;-;-;multierror;NO;YES;NO;"E;_";"e;e";"N;N";"N;N";"N;N";"N;N";"N;Y";"N;N";-;;;;;;;;;;;;;;;;;;;;;
377;Erl_uterung;erl_uterung;1;6.060.000;6.060.000;11;11;1;1;1;VC;capital_letter;NO;YES;NO;E;e;N;N;N;N;N;N;sound_distinction;;;;;;;;;;;;;;;;;;;;;
378;Erl_uterung;Erleuterung;1;6.060.000;31.8;11;11;4;2;2;CVV;substitution;NO;NO;NO;a;e;N;N;N;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
379;môhsam;môsam;1;3.940.000;5.53;6;5;3;1;1;CVC;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
380;geh_uft;geheuft;1;514;976;7;7;4;2;2;CVVCC;substitution;NO;NO;NO;_;e;N;N;N;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
381;sieht;sieth;1;109.000.000;12.7;5;5;-;1;1;CVVCC;transposition;NO;NO;YES;h-t;t-h;"N;N;N";"N;N;N";"Y;N;N";"N;N;Y";"Y;N;N";"N;N;Y";sound_sequence;;;;;;;;;;;;;;;;;;;;;
382;Stab;stab;1;12.900.000;12.900.000;4;4;1;1;1;CCVC;capital_letter;NO;YES;NO;S;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
383;Hof;hof;1;89.100.000;89.100.000;3;3;1;1;1;CVC;capital_letter;NO;YES;NO;H;h;Y;N;Y;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
384;gl_nzte;gl_nzde;1;531;743;7;7;6;2;2;CCV;substitution;NO;NO;NO;t;d;N;Y;N;Y;N;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
385;Vieh;fie;2;1.460.000;586;4;3;-;-;-;-;multierror;NO;YES;YES;"V;h";f;"N;N";N;"N;Y";N;"N;Y";N;-;;;;;;;;;;;;;;;;;;;;;
386;Vieh;vieh;1;1.460.000;1.460.000;4;4;1;1;1;CVVC;capital_letter;NO;YES;NO;V;v;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
387;Vieh;Fieh;1;1.460.000;64.6;4;4;1;1;1;CVVC;substitution;NO;YES;NO;V;F;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
388;Vieh;Vie;1;1.460.000;31.700.000;4;3;4;1;1;CVVC;omission;NO;YES;YES;h;-;N;N;Y;N;Y;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
389;Proviant;proviejand;4;467;0;8;10;-;-;-;-;multierror;NO;YES;YES;"P;a;d";"p;j;d";"N;N;Y";"Y;N;Y";"N;N;Y";"Y;N;Y";"N;Y;Y";"Y;N;Y";-;;;;;;;;;;;;;;;;;;;;;
390;Proviant;proviant;1;467;467;8;8;1;1;1;CCV;capital_letter;NO;YES;NO;P;p;N;Y;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
391;Proviant;Provieant;1;467;88;8;9;6;2;2;CV;addition;NO;NO;NO;-;e;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
392;Proviant;Provijant;1;467;116;8;9;6;2;2;CV;addition;NO;NO;NO;-;j;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
393;Proviant;Proviand;1;467;7.97;8;8;8;3;3;VCC;substitution;NO;NO;YES;t;d;N;Y;N;Y;N;Y;derivation;;;;;;;;;;;;;;;;;;;;;
394;Fu_ballmannschaft;Fu_balmanchafat;4;462;0;17;15;-;-;-;-;multierror;NO;NO;YES;"l;n;s";a;"N;Y;N";N;"N;N;N";N;"N;Y;N";Y;-;;;;;;;;;;;;;;;;;;;;;
395;Fu_ballmannschaft;Fu_balmannschaft;1;462;304;17;16;6;2;2;CVCC;omission;NO;NO;NO;l;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
396;Fu_ballmannschaft;Fu_ballmanschaft;1;462;14.9;17;16;10;3;3;CVCC;omission;NO;NO;NO;n;-;Y;N;N;N;Y;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
397;Fu_ballmannschaft;Fu_ballmannchaft;1;462;186;17;16;12;4;4;CCCVCC;omission;NO;NO;NO;s;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
398;Fu_ballmannschaft;Fu_ballmannschafat;1;462;0;17;18;17;4;4;CCCVCC;addition;NO;NO;YES;-;a;N;N;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
399;Mannschaftsspiele;maschtsspiele;5;61.6;0;17;13;-;-;-;-;multierror;NO;YES;NO;"M;n;n;a;f;";-;"N;Y;Y;N;N";N;"N;N;N;N;N";N;"N;Y;Y;Y;N";N;-;;;;;;;;;;;;;;;;;;;;;
400;Mannschaftsspiele;mannschaftsspiele;1;61.6;61.6;17;17;1;1;1;CVCC;capital_letter;NO;YES;NO;M;m;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
401;Mannschaftsspiele;Manschaftsspiele;1;61.6;654;17;16;3;1;1;CVCC;omission;NO;NO;NO;n;-;Y;N;N;N;Y;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
402;Fu_ballturnier;Fu_baltunier;2;529;170;14;12;-;-;-;-;multierror;NO;NO;NO;"l;r";-;"N;N";N;"N;N";N;"N;N";N;-;;;;;;;;;;;;;;;;;;;;;
403;Fu_ballturnier;Fu_balturnier;1;529;1.12;14;13;6;2;2;CVCC;omission;NO;NO;NO;l;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
404;Fu_ballturnier;Fu_balltunier;1;529;25.6;14;13;10;3;3;CVC;omission;NO;NO;NO;r;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
405;Tischtennisschl_ger;Tichtenesschleger;4;257;0;19;17;-;-;-;-;multierror;NO;NO;NO;"s;n;i;_";e;"N;Y;N;N";N;"N;N;N;N";N;"N;Y;N;Y";N;-;;;;;;;;;;;;;;;;;;;;;
406;Tischtennisschl_ger;Tichtennisschl_ger;1;257;243;19;18;3;1;1;CVCCC;omission;NO;NO;NO;s;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
407;Tischtennisschl_ger;Tischtenisschl_ger;1;257;1.23;19;18;8;3;3;CVC;omission;NO;NO;NO;n;-;Y;N;N;N;Y;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
408;Tischtennisschl_ger;Tischtennesschl_ger;1;257;3;19;19;10;3;3;CVC;substitution;NO;NO;NO;i;e;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
409;Tischtennisschl_ger;Tischtennisschleger;1;257;128;19;19;16;4;4;CCCCV;substitution;NO;NO;NO;_;e;N;N;N;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
